"cap-surface","cap-color","spore-print-color","habitat","class"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smooth","gray","black","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smooth","gray","black","woods","poisonous"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smooth","gray","black","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smooth","gray","black","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smooth","gray","black","woods","poisonous"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smooth","gray","black","woods","poisonous"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","brown","browhiten","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","black","woods","edible"
"smooth","gray","browhiten","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smooth","gray","black","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smooth","gray","black","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"smooth","gray","browhiten","woods","poisonous"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smooth","gray","black","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"fibrousmooth","gray","browhiten","woods","poisonous"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","white","paths","poisonous"
"smooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","white","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smooth","gray","black","woods","poisonous"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","white","woods","poisonous"
"smooth","gray","black","woods","poisonous"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","white","paths","poisonous"
"smooth","gray","black","woods","poisonous"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","white","woods","poisonous"
"fibrousmooth","gray","black","woods","poisonous"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","white","paths","poisonous"
"fibrousmooth","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","white","woods","poisonous"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","red","white","paths","poisonous"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smooth","gray","browhiten","woods","poisonous"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","red","white","paths","poisonous"
"smoothcaly","red","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","red","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"fibrousmooth","brown","white","woods","poisonous"
"fibrousmooth","brown","white","woods","poisonous"
"smoothcaly","red","white","woods","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"fibrousmooth","brown","white","woods","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","red","white","woods","poisonous"
"smoothcaly","red","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","paths","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","woods","poisonous"
"smoothcaly","brown","white","paths","poisonous"
